sqldate,AvgTone,NormalizedTone,7d,14d,28d
2020-01-25,-1.5788374011666746,4.148155770974336,6.3950151091424186,5.543690503912365,4.599376453361707
2020-01-26,-1.2887193222228903,5.6368013602610585,6.0465838357585735,5.732855323205983,4.772115898180416
2020-01-27,-1.3638238657500403,5.251427074507744,5.4473038354200956,5.783425241140542,4.949957296866242
2020-01-28,-1.2256933099839544,5.960198631714807,5.213836326268768,5.87036869316259,5.0223216363098615
2020-01-29,-1.348438548121648,5.3303717763018,4.995889192572119,5.910317295940343,4.936487678152637
2020-01-30,-1.324053340425397,5.455496456614807,5.019605297285291,5.963797717843503,4.749062433421325
2020-01-31,-1.144278351167609,6.37795273992189,5.451486258613779,6.170652223553034,4.656980563003283
2020-02-01,-1.063399753509407,6.792954687094259,5.82931467520234,6.112164892172378,4.666517553272928
2020-02-02,-1.6126766819989629,3.974520620972596,5.591845998161132,5.81921491695985,4.9917361595886875
2020-02-03,-1.5090732217810534,4.506127732979284,5.485374663657065,5.466339249538578,5.174177785842235
2020-02-04,-1.6906040185273508,3.574662100503332,5.144583730626855,5.17921002844781,5.265436436960617
2020-02-05,-1.734235374938278,3.3507821323462657,4.861785210061778,4.928837201316946,5.294203503011498
2020-02-06,-1.6139768553797629,3.96784920850605,4.64926417461767,4.834434735951478,5.188360168843054
2020-02-07,-1.5677276242876907,4.205161940355678,4.338865488965355,4.895175873789564,5.196659151231815
2020-02-08,-1.4788251133571542,4.661335961826785,4.034348528212859,4.931831601707597,5.237761052809981
2020-02-09,-1.855954127854383,2.726222348544753,3.8560202035803095,4.723933100870718,5.22839421203835
2020-02-10,-1.5006675764652633,4.549258539821846,3.862181747414961,4.673778205536011,5.228601723338275
2020-02-11,-1.3418494097377152,5.364181774727793,4.117827415161313,4.631205572894081,5.250787133028335
2020-02-12,-1.4706810431685775,4.703124581857649,4.311019193662939,4.586402201862356,5.24835974890135
2020-02-13,-1.4363505430149643,4.8792802623920775,4.441223629932371,4.5452439022750175,5.254520810059261
2020-02-14,-1.3552073541555747,5.295639872368661,4.597006191648512,4.4679358403069305,5.319294031929982
2020-02-15,-1.7290689496867742,3.377291945836796,4.4135713322213705,4.223959930217112,5.168062411194745
2020-02-16,-1.6380210939656246,3.8444740991405415,4.573321582306483,4.214670892943394,5.016942904951621
2020-02-17,-1.8319149314211312,2.8495715857609953,4.33050916029779,4.096345453856373,4.781342351697475
2020-02-18,-1.644965297598932,3.8088422000618394,4.108317792488369,4.113072603824838,4.646141316136323
2020-02-19,-1.8900721699349607,2.5511568267983735,3.8008938274799005,4.055956510571417,4.492396855944181
2020-02-20,-1.7129533983054095,3.4599836021793866,3.59813716173523,4.019680395833798,4.427057565892638
2020-02-21,-1.5077049103655116,4.513148773380946,3.4863527190226997,4.041679455335603,4.468427664562584
2020-02-22,-1.767730452280929,3.1789131494463176,3.4580128909669168,3.9357921115941408,4.433811856650869
2020-02-23,-1.9052046338594868,2.473509560697969,3.2621608140465495,3.917741198176514,4.320837149523616
2020-02-24,-1.9498188864099584,2.2445861839805445,3.175734328077913,3.7531217441878497,4.21344997486193
2020-02-25,-1.6194564083935628,3.9397326827970938,3.194432968468664,3.6513753804785134,4.141290476686297
2020-02-26,-1.4153626835891355,4.9869725664242015,3.542406645558068,3.6716502365189814,4.129026219190669
2020-02-27,-1.396431609224423,5.084111153774867,3.7744248672145657,3.6862810144748956,4.115762458374957
2020-02-28,-1.5055809010794212,4.524047429082975,3.7759818180291407,3.6311672685259175,4.049551554416423
2020-02-29,-1.7505283223422146,3.267180226606188,3.788591400480551,3.623302145723731,3.9236310379704213
2020-03-01,-1.760436917597382,3.216337526019126,3.894709681240716,3.57843524764363,3.8965530702935114
2020-03-02,-1.216058605838935,6.0096359500707734,4.432573933539321,3.8041541308086146,3.9502497923324933
2020-03-03,-1.3649231562072055,5.245786426753693,4.619153039818834,3.906793004143747,4.0099328039842925
